,captions,vi_captions
551,"['Nữ tóc buộc đuôi gà, tay đeo đồng hồ, áo xanh, váy đen ngắn, đi dép cao gót', 'Cô gái mặc áp phông màu xanh đậm, tay đeo đồng hồ màu trắng, quần short màu đen, tóc màu đen buộc gọn sau gáy']","[""Women's ponytail, watch sleeves, blue blouse, short black dress, high heels"", 'The girl was wearing a dark blue T-shirt, a white watch, black shorts, and black hair strapped to the back of her neck.']"
552,"['Nam mặc áo phông màu đỏ thẫm, tay đeo đồng hồ, mặc quần ngố tối màu', 'Người đàn ông mặc áo phông đỏ sẫm có cổ, vai đeo túi quai chéo, tay đeo đồng hồ màu đen, quần ngố cao trên gối màu đen']","['Men wearing crimson T-shirts, watch sleeves, dark-colored moccasins', 'The man is wearing a dark red T-shirt with a collar, shoulders with a crossbody bag, black watch sleeves, high-heeled trousers on a black pillow']"
553,"['Nam thanh niên tầm 35 tuổi, mặc áo phông đỏ thẫm, quần màu tối đeo túi xách chéo vai', 'Người đàn ông mặc áo phông ngắn tay màu đỏ sẫm, viền cổ áo và ống áo màu trắng, tay đeo đồng hồ đen, vai đeo túi quai chéo, mặc quần màu đen']","['A young man in his mid-30s, wearing a crimson T-shirt, dark trousers, and a shoulder bag.', 'The man wears a dark red short-sleeved T-shirt, white collar and sleeves, black watch sleeves, shoulder bag with cross straps, black pants']"
554,"['Nữ đeo kính, mặc áo màu vàng, váy đen, tóc buộc sau vai', 'Cô gái đeo kính cận gọng đen, tóc đen buộc gọn sau gáy, mặc áo sơ mi màu vàng sẫm, đeo túi đen, váy ngắn màu đen']","['Women with glasses, yellow tops, black dresses, hair tied behind the shoulders', 'The girl wears glasses with black frames, black hair tied to the back of her neck, a dark yellow shirt, a black bag, and a black short skirt.']"
555,"['Nữ đeo kính gọng đen, áo màu vàng, váy đen, tay đeo đồng hồ, đeo túi xách chéo qua vai màu đen', 'Cô gái đeo kính cận gọng màu đen, áo sơ mi ngắn tay màu vàng sẫm, đeo túi xách màu đen, tay đeo đồng hồ dây màu đen']","['Women with black framed glasses, yellow blouse, black dress, watch sleeves, cross-shouldered black handbag', 'Girls wear black short-sleeved glasses, dark yellow short-sleeved shirts, black handbags, black strap watches']"
556,"['Nam đi dép quai hậu, quần bò xanh nhạt, áo phông ghi có họa tiết đen', 'Một nam thanh niên mặc áo họa tiết trắng đen, tóc màu đen, quần bò màu xanh sáng màu, chân đi dép quai màu đen']","['Men wearing flip-flops, light blue jeans, T-shirts with black prints', 'A young man wearing a black - and - white tank top, black hair, light blue jeans, and black flip - flops']"
557,"['Nam thanh niên tóc cắt ngắn, áo phông ko có cổ có họa tiết đen, đi dép quai hậu, quần bò xanh', 'Nam thanh niên mặc áo phông họa tiết trắng đen, mặc quần bò màu xanh dương sáng màu, chân đi dép quai màu đen, tóc màu đen']","['Young men with short hair, T-shirts without a neck with black prints, backless sandals, blue jeans', 'The young man wore a black-and-white T-shirt, light blue jeans, black sandals, and black hair.']"
558,"['Nam thanh niên râu quai nón, áo ba lỗ màu xanh, quần ngố màu ghi sáng', 'Người đàn ông mặc áo ba lỗ màu xanh dương, quần ngố màu xanh dương sáng, tóc đen']","['Male young men bearded, blue tank top, brightly inscribed goofy pants', 'Man in blue tank top, bright blue tights, black hair']"
559,"['Thanh niên râu quai nón, áo phông ba lỗ màu xanh, đi dép tông, quần ngố bò', 'Người đàn ông mặc áo ba lỗ màu xanh dương, quần ngố bò, chân đi dép tông, tóc ngắn, râu quai nón']","['Bearded youth, blue three-hole T-shirt, flip-flops, buff pants', 'The man in the blue tank top, ridiculous jeans, flip - flops, short hair, beard...']"
560,"['Nam mặc áo phông xanh vàng không cổ, quần ngố màu đất, giày thể thao màu tối', 'Người đàn ông mặc áo phông xanh nõn chuối, quần ngố kaki màu nâu sẫm, chân đi giày màu đen, tất màu đen, tóc màu nâu sẫm, đeo túi có quai màu xanh dương trước ngực']","['Men wearing a yellow-blue T-shirt without a collar, earth-colored moccasins, dark-colored sneakers', 'The man was wearing a banana - green T - shirt, dark brown khaki slacks, black shoes, black socks, dark brown hair, and a blue strapless bag on his chest.']"
561,"['Nam thanh niên đeo ba lô trước ngực, áo phông xanh vàng, quần soóc bò màu nâu. Đi giày thể thao tối màu', 'Người đàn ông mặc áo phông màu xanh lá cây cộc tay, mặc quần ngố màu nâu sẫm, chân đi giày thể thao, tất cao cổ màu đen, đeo túi có quai màu xanh dương trước ngực']","['The young man wears a backpack in front of his chest, a yellow-green T-shirt, brown jeans. Wear dark-colored sneakers', 'The man was wearing a short-sleeved green T-shirt, dark brown moccasins, sneakers, black high-neck socks, and a blue waist bag.']"
562,"['Nam mặc áo phông đỏ, đi dép quai hậu, đeo ba lô màu đen, quần ngố đen', 'Người đàn ông đeo kính cận, tóc màu đen, mặc áo màu đỏ cam, đeo ba lô màu đen, mặc quần ngố đen, chân đi dép quai đen']","['Men in red T-shirts, back sandals, black backpack, black slacks.', 'Man with glasses, black hair, orange - red shirt, black backpack, black slacks, black flip - flops.']"
563,"['Nam hói đầu, đeo kính, đi dép xăng đan đen, áo đỏ, quần ngố đen, đeo ba lô đen', 'Người đàn ông đeo kính cận, áo màu đỏ cam, quần ngố đen, chân đi dép quai màu đen, đeo ba lô đen sau lưng']","['Male bald, glasses, black sandals, red shirt, black moccasins, black backpack', 'Man with glasses, orange - red shirt, black slacks, black flip - flops, black backpack']"
564,"['Nữ mặc áo bò, quần đùi bò, đeo ba lô màu đen. đi giày thể thao, tóc buộc đuôi ngựa', 'Cô gái mặc áo họa tiết, quần short bò, tóc ngắn buộc gọn sau gáy, chân đi giày thể thao']","['Women wearing a cowboy shirt, cowboy shorts, wearing a black backpack. wearing sneakers, ponytail', 'The girl wears a patterned blouse, jeans, short hair tied neatly at the nape of her neck, feet in sneakers']"
565,"['Nữ mặc quần đùi bò ngắn, áo màu xanh, đeo ba lô da đen, đi giày thể thao', 'Cô gái mặc áo sơ mi màu xanh dương nhạt, quần ngố bò màu xanh dương, chân đi giày thể thao, đeo ba lô màu đen sau lưng']","['Women wearing short jeans, blue blouse, black leather backpack, sneakers', 'The girl wears a light blue shirt, blue jeans, sneakers, and a black backpack']"
566,"['Thanh niên tóc màu hung, đi giày thể thao đỏ, áo phông xám, quần ngố màu xám', 'Nam thanh niên tóc màu nâu đỏ, mặc áo phông cộc tay màu trắng, quần ngố màu đen, chân đi giày thể thao màu đỏ, đeo túi bao tử màu đen']","['Teenagers with grey hair, red sneakers, grey T-shirts, grey slacks', 'A young man with reddish-brown hair, a white short-sleeved T-shirt, black moccasins, red sneakers, and a black stomach bag.']"
567,"['Thanh niên đi giày thể thao đỏ đen, đéo túi nhỏ trước bụng, tay đeo đồng hồ, áo phông trắng, quần ngố tối màu', 'Nam thanh niên mặc áo phông cộc tay màu trắng, đeo đồng hồ màu đen, mặc quần ngố màu đen, đi giày thể thao màu đỏ, đeo túi ngang hông màu đen']","['Young men wearing red-black sneakers, small front belly bags, watch sleeves, white T-shirts, dark slacks', 'The young man wore a white short-sleeved T-shirt, a black watch, black moccasins, red sneakers, and a black side pocket.']"
568,"['Bé trai mặc áo phông ngắn tay, quần bò ngố màu xanh, chân đi tông', 'Bé trai mặc áo phông màu xanh dương pastel, quần ngố màu xanh dương nhạt, đi dép tông']","['Boys wear short-sleeved T-shirts, blue dorky jeans, toned legs', 'Boys wear pastel blue T-shirts, light blue moccasins, toned sandals']"
569,"['Nam tóc cắt cua, mặc áo phông có cổ màu xanh nhạt, chân đi tông màu vàng, mặc quần bò ngố xanh', 'Bé trai mặc áo phông cộc tay màu xanh dương nhạt, quần ngố màu xanh dương nhạt, chân đi dép tông màu vàng']","['Men with crab - cut hair, wearing light blue collared T - shirts, yellow - toned legs, and blue ridiculous jeans', 'Boys wear light blue short-sleeved T-shirts, light blue moccasins, yellow-tone flip-flops']"
570,"['Nam đeo kính, mặc áo phông màu xám sáng, quần ngố đen, đi giày thể thao trắng', 'Nam thanh niên mặc áo phông cộc tay màu trắng, quần ngố màu đen, đi giày thể thao màu trắng, tất cao cổ màu trắng, đeo kính cận']","['Men wearing glasses, bright gray T-shirts, black moccasins, white sneakers', 'Young men wear white short-sleeved T-shirts, black moccasins, white sneakers, white high-neck socks, and glasses.']"
571,"['Nam đi giày thể thao trắng, mặc áo phông không cổ màu sáng, mặc quần ngố màu đen', 'Nam thanh niên mặc áo phông cộc tay màu trắng, quần ngố màu đen, đi giày màu trắng, tất cao cổ trắng, đeo kính cận']","['Men wearing white sneakers, wearing a light neckless T-shirt, wearing black moccasins', 'A young man wearing a white short-sleeved T-shirt, black moccasins, white shoes, white stockings, and glasses.']"
572,"['Thanh niên mặc áo bò ngắn tay, quần âu đen, vai đéo túi màu đen', 'Nam thanh niên mặc áo sơ mi bò màu xanh dương nhạt, mặc quần đen, đi giày da đen, đeo túi chéo màu đen']","['Young men wearing short-sleeved coats, black trousers, black shoulder bag', 'Young men wearing light blue cowboy shirts, wearing black pants, wearing black leather shoes, wearing black crossbody bags']"
573,"['Nam thanh niên mặc áo màu xanh bạc, mặc quần âu màu đen, đi giày đen, đéo túi da chéo vai màu đen', 'Nam thanh niên mặc áo sơ mi cộc tay bò màu xanh dương nhạt, quần dài đen, đi giày da đen, đeo túi chéo đen']","['The young man was wearing a silver blue blouse, black trousers, black shoes, and a black shoulder bag.', 'Young men wear light blue cowboy short-sleeved shirts, black pants, black leather shoes, black crossbody bags']"
574,"['Thanh niên mặc áo ngoài màu xám, áo trong màu trắng, mặc quần bò xanh', 'Nam thanh niên mặc áo sơ mi xắn tay áo kẻ caro đen trắng, mặc quần bò màu xanh dương đậm']","['Young men in grey blazers, white tank tops, blue jeans', 'Young men wearing a black and white plaid rolled sleeve shirt, wearing dark blue jeans']"
575,"['Nam đầu cắt ngắn, đi giày thể thao, mặc áo ngoài màu xám đen, quần bò xanh', 'Nam thanh niên mặc áo sơ mi kẻ caro đen trắng, mặc quần bò dài màu xanh đậm, chân đi giày thể thao màu đen']","[""Men's short cut tops, athletic shoes, black and grey blazer, blue jeans"", 'The young man wears a black-and-white plaid shirt, dark blue long jeans, black sneakers']"
576,"['Nam mặc áo phông đen, quần ngố bò màu xanh, đi dép lê màu trắng', 'Nam thanh niên mặc áo phông cao cổ cộc tay màu đen, quần ngố bò màu xanh dương, đi dép màu trắng đen']","['Men wearing black T-shirts, blue jeans, white slippers', 'Young men wearing black short-sleeved high-collar T-shirts, blue jeans, black and white sandals']"
577,"['Nam thanh niên mặc áo phông đen có cổ, đi dép lê, mặc quần bò ngố màu xanh', 'Nam thanh niên mặc áo phông đen cộc tay có cổ, mặc quần ngố màu xanh dương đậm, chân đi dép lê màu trắng đen']","['The young man was wearing a black T-shirt with a collar, slippers, and blue ridiculous jeans.', 'The young man wore a short-sleeved black T-shirt with a collar, dark blue moccasins, and black and white pear sandals.']"
578,"['Nam mặc áo phông xanh, quần ngố đen', 'Người đàn ông mặc áo xanh nõn chuối, mặc quần ngố đen, đi dép tông']","['Men in blue T-shirts, black slacks', 'The man in the banana green shirt, the black slacks, the flip - flops...']"
579,"['Thanh niên, chân đi tông, mặc áo xanh nõn chuối, quần ngố màu đen', 'Người đàn ông mặc áo xanh nõn chuối, quần ngố màu đen, chân đi dép tông']","['Young man, skinny legs, banana - green shirt, black slacks...', 'The man in the banana green shirt, the black slacks, the sandals.']"
580,"['Nam mặc áo phông trắng, quần bò màu bạc đi giày thể thao đen đế trắng', 'Nam thanh niên mặc áo phông trắng cộc tay có cổ, quần bò dài màu ghi sáng, đi giày thể thao màu đen']","['Men wearing white T-shirts, silver jeans wearing black sneakers with white soles', 'The young man wears a short-sleeved white T-shirt with a collar, long jeans in bright gray, wearing black sneakers']"
581,"['Nam thanh niên tóc cắt ngắn, mặc áo phông trắng, quần bò màu xanh bạc', 'Nam thanh niên mặc áo phông màu trắng, quần bò màu xanh dương sáng màu']","['Young men with short hair, wearing white T-shirts, silver blue jeans', 'Young men wearing white T-shirts, light blue jeans']"
582,"['Nữ tóc đen dài qua vai, đi giày thể thao, mặc áo hồng, quần đen', 'Cô gái tóc dài ngang vai để thả, áo hồng, quần dài màu đen, chân đi giày thể thao màu đen hồng']","['Women with long black hair over the shoulders, wearing sneakers, wearing pink tops, black pants', 'Girls shoulder-length hair to drop, pink blouse, black long pants, pink black sneakers feet']"
583,"['Nữ mặc áo hồng có họa tiết màu trắng, tóc đen dài, mặc quần màu đen, chân đi giày thể thao hồng', 'Cô gái mặc áo hồng, quần dài màu đen, chân đi giày thể thao']","['Women wearing pink blouses with white prints, long black hair, black pants, pink sneakers', 'The girl wears a pink blouse, black pants, and sneakers.']"
584,"['Nam thanh niên đeo kính, mặc áo phông đen, quần đen, đeo ba lô đen sau lưng', 'Nam thanh niên mặc áo phông màu đen cộc tay có cổ, mặc quần đen, đeo ba lô đen, đeo kính cận gọng đen']","['Young men wearing glasses, wearing black T-shirts, black pants, wearing a black backpack', 'Young men wearing black short-sleeved T-shirts with a collar, black pants, black backpack, black short-sleeved glasses']"
585,"['Nam đeo kính gọng đen, quần đen, mặc áo phông đen, đeo ba lô đen', 'Nam thanh niên mặc áo phông màu đen cộc tay, quần đen, đeo ba lô đen']","['Men with black framed glasses, black pants, black T-shirt, black backpack', 'Young men wearing short-sleeved black T-shirt, black pants, black backpack']"
586,"['Nữ tóc búi sau đầu, đi giày thể thao đen, mặc áo phông đen, quần đen', 'Cô gái tóc đen búi gọn sau gáy, mặc áo phông đen, quần đen, chân đi giày thể thao đen, đeo túi màu vàng nâu nhạt']","['Female hair in a bun behind her head, wearing black sneakers, wearing a black T-shirt, black pants', 'Black-haired girl in a neat bun at the nape of her neck, wearing a black T-shirt, black pants, black sneakers, light yellow brown pockets']"
587,"['Nữ đi giày thể thao đen đế trắng, mặc quần đen, áo phông đen', 'Cô gái tóc búi màu đen, áo phông đen, quần dài màu đen, giày thể thao đen']","['Women wearing black sneakers with white soles, wearing black pants, black t-shirts', 'Black bun hair girl, black T-shirt, black pants, black sneakers']"
588,"['Nư tóc dài qua vai, mặc áo phông trắng có in hình ảnh cô gái đeo kính trước ngực, mặc quần màu đen', 'Cô gái mặc áo phông trắng có hình mặt người trước ngực, quần đen, tóc dài màu đen để thả']","['Girls with long hair over their shoulders, wearing white T - shirts with pictures of girls with glasses on their chests, wearing black pants', 'The girl wears a white T-shirt with a human face on her front, black pants, long black hair to drop']"
589,"['Nữ tầm 27 tuổi mặc áo phông trắng, tóc đen dài qua vai', 'Cô gái mặc áo phông màu trắng, có hình mặt người trước ngực, tóc dài qua vai để buông xõa']","['27 - year - old female, white T - shirt, dark hair, over the shoulder.', 'The girl wears a white T-shirt, has a human face in front of her chest, long hair over her shoulders to let loose']"
590,"['Cô gái mặc áo khoác màu hồng, đi giày thể thao, mặc quần đùi màu xanh', 'Cô gái tóc đen, mặc áo khoác có mũ màu hồng, quần short màu xanh lục sẫm, chân đi giày đen']","['The girl was wearing a pink jacket, sneakers, and blue shorts.', 'Black-haired girl, wearing a jacket with a pink hat, dark green shorts, black shoes']"
591,"['Nữ mặc áo khoác ngoài màu hồng, mặc áo phông trắng phía trong, đeo túi màu đen, mặc quần đùi màu xanh', 'Cô gái đeo kính cận, tóc đen để mái, áo khoác màu hồng, áo trong màu trắng có chữ, quần đùi màu xanh lục sẫm, đeo túi chéo màu đen phía trước']","['Women wearing pink outerwear, wearing white T-shirts inside, wearing black bags, wearing blue shorts', 'The girl wears glasses, black hair with bangs, a pink jacket, a white blouse with words, dark green shorts, and a black front crossbody bag.']"
592,"['Nữ tóc dài qua vai, đi giày thể thao đen, mặc áo phông trắng, quần dài màu đen', 'Cô gái tóc đen buông xõa ngang lưng, áo phông trắng cộc tay, quần dài màu đen, giày thể thao màu đen, tất cao cổ màu ghi']","['Women with long hair over the shoulders, wearing black sneakers, wearing white T-shirts, black long pants', 'Black-haired girl slouched across her back, short-sleeved white T-shirt, black pants, black sneakers, black high-neck socks']"
593,"['Nữ tóc dài màu đen, mặc áo phông trắng, tay đeo đồng hồ trắng, đi giày thể thao màu đen đế trắng', 'Cô gái tóc buông dài ngang lưng, áo phông màu trắng, quần dài màu đen, đi giày thể thao màu đen, tất màu ghi, đồng hồ trắng']","['Women with long black hair, wearing a white T-shirt, white watch sleeves, wearing black sneakers with white soles', 'Strapless girl, white T-shirt, black pants, black sneakers, white socks, white watch']"
594,"['Nữ mặc quần bò màu xanh, áo phông trắng đeo túi xách màu đen, đi giày thể thao màu đen đế trắng', 'Cô gái tóc dài xõa ngang lưng, áo phông rộng màu trắng, đeo túi chéo màu đen ngang hông, quần bò màu xanh dương sáng, đi giày màu đen trắng']","['Women wearing blue jeans, white T-shirts wearing black handbags, wearing black sneakers with white soles', 'Long - haired girl with a wide white T - shirt, black crossbody bag at her hips, bright blue jeans, black and white shoes']"
595,"['Nữ thanh niên mặc áo trắng, tóc dài qua vai, quần bò ngố màu xanh, đeo túi xách màu đen', 'Cô gái tóc dài xõa ngang lưng, áo phông trắng, quần ngố bò màu xanh dương nhạt, túi đeo chéo màu đen']","['Young women in white tops, long hair over the shoulders, blue ridiculous jeans, black handbags', 'Long - haired girl with a waistband, white T - shirt, light blue jeans, black crossbody bag']"
596,"['Nam đi giày đen cao cổ, mặc áo khoác đen ngoài, áo trong màu xanh, quần bò màu xanh', 'Nam thanh niên mặc áo khoác đen, bên trong là áo sơ mi màu xanh lá cây nhạt, quần bò rách sáng màu, đi giày da cao cổ màu đen']","['Men wearing black high-necked shoes, wearing a black outer jacket, blue tank top, blue jeans', 'The young man wears a black jacket, inside is a light green shirt, light-colored torn jeans, wearing black leather boots']"
597,"['Nam thanh niên, mặc áo khoác đen, áo trong màu xanh nhạt, đi giày đen, mặc quần bò màu xanh', 'Nam thanh niên mặc áo khoác đen, áo sơ mi màu xanh nhạt bên trong, đeo thắt lưng đen, quần bò rách màu xanh nhạt, đi boot màu đen']","['Young men, wearing black jackets, light blue tank tops, black shoes, blue jeans', 'Young men wear black jacket, light blue shirt inside, wear black belt, light blue ripped jeans, go black boot']"
598,"['Nữ mặc áo đỏ, đội mũ ca nô màu nâu xám, quần đùi màu nâu, tóc dài quá vai, đi dép xăng đan', 'Cô gái đội mũi bê rê màu vàng nâu nhạt, tóc dài ngang lưng buông xõa, áo phông đỏ, quần short màu nâu vàng']","['Women in red shirts, grey - brown canoe hats, brown shorts, over-shouldered hair, sandals', 'Girl with a pale yellow calf nose, waist - length hair, red T - shirt, yellow - brown shorts']"
599,"['Nữ tóc màu nâu dài quá vai, đi dép đỏ có quai, quần đùi ngắn màu nâu, áo màu đỏ, đội mũ màu nâu', 'Cô gái đội mũi nồi màu vàng nâu nhạt, tóc xõa ngang lưng, mặc quần short màu nâu vàng, chân đi dép có quai cao gót']","['Brown women with over-shouldered hair, wearing red sandals with straps, brown shorts, red shirt, brown hat', 'The girl was wearing a light yellow pot - nose, bangs across her back, yellow - brown shorts, and high - heeled sandals.']"
600,"['Nam đeo kính, mặc áo đen, quần đen, đeo ba lô đen', 'Nam thanh niên đeo kính cận gọng đen, áo phông cộc tay có cổ màu đen, quần dài màu đen']","['Men with glasses, black shirt, black pants, black backpack', ""Men's black short-sleeved goggles, black short-sleeved T-shirt, black pants""]"
601,"['Nam đeo kính gọng đen, mặc áo phông đen ngắn tay, quần màu đen', 'Nam thanh niên mặc áo phông cộc tay có cổ màu đen, quần dài màu đen, đeo kính cận gọng đen']","['Men wearing black framed glasses, wearing a short-sleeved black T-shirt, black pants', 'Young men wearing short-sleeved T-shirts with a black neck, black pants, glasses with black frames']"
602,"['Nam mặc áo phông ko có cổ màu nâu, đeo túi chéo vai màu đen, quần màu đen', 'Nam thanh niên mặc áo phông màu ghi sẫm, túi đeo chéo màu đen, quần dài màu tối']","['Men wearing a t-shirt without a brown neck, wearing a black shoulder bag, black pants', 'Young men wearing dark gray T-shirts, black crossbody bags, dark trousers']"
603,"['Nam thanh niên, mặc quần bò màu tối, áo phông màu nâu, đéo túi màu đen, đi giày thể thao đen', 'Nam thanh niên mặc áo ghi màu ghi sẫm, túi đeo chéo màu đen, mặc quần dài, chân đi giày da cao cổ màu đen']","['Young men, wearing dark jeans, brown T-shirts, black underpants, black sneakers', 'Young men wearing dark gray blazers, black crossbody bags, wearing long pants, legs wearing black leather boots']"
604,"['Nữ mặc áo phông màu đen không cổ có chữ Gucci trước ngực. Tóc cắt ngắn', 'Người phụ nữ áo phông đen có hàng chữ trước ngực, tóc màu đen']","['Women Wear Black Collarless T-Shirts With Gucci Letters In Front Of The Bra. Short Cut Hair', 'Woman in black T-shirt with letters on her chest, black hair']"
605,"['Nữ tầm 45 tuổi tóc cắt ngẵn rẽ ngôi, mặc áo phông màu đen', 'Người phụ nữ tóc mái xoăn, áo phông màu đen có hàng chữ trước ngực']","['45 - year - old female, straight hair, wearing a black T - shirt.', 'Curly - haired woman, black T - shirt with letters on the front of her breasts']"
606,"['Nam mặc áo sơ mi trắng, quần bò màu xanh', 'Nam thanh niên mặc áo sơ mi trắng xắn tay, quần bò dài màu xanh dương sẫm,']","['Men wearing white shirts, blue jeans', 'Young men wearing white rolled-sleeve shirts, dark blue long jeans,']"
607,"['Nam thanh niên tóc cắt ngắn, mặc áo màu trắng, quần bò màu xanh', 'Nam thanh niên mặc áo sơ mi trắng xắn tay, quần bò đậm màu']","['Young man with short hair, white blouse, blue jeans', 'Young men wear white shirts with rolled sleeves, dark colored jeans']"
608,"['Nam thanh niên mặc áo phông trắng, châ đi tông, quần ngố màu đen', 'Nam thanh niên đeo kính cận gọng đen, đeo máy ảnh trước ngực, quần ngố màu đen, đi dép tông']","['A young man wearing a white T-shirt, slacks, and black slacks.', 'A young man wearing glasses with black frames, a camera in front of his chest, black slacks, and flip - flops.']"
609,"['Nam thanh niên đeo kính, cổ treo máy ảnh, mặc áo phông trắng quần ngố đen, đi tông', 'Nam thanh niên mặc áo phông trắng cộc tay, đeo kính cận gọng đen, đeo máy ảnh, mặc quần ngố màu đen, đi dép tông']","['Men with glasses, hanging cameras, white T-shirts, black slacks, cardboard.', 'Young men wearing short-sleeved white T-shirts, black framed goggles, cameras, black ridiculous pants, flip-flops']"
610,"['Nam thanh niên đeo kính, mặc áo phông trằn, quần ngố đen, đi giày thể thao trắng', 'Người đàn ông đeo kính cận, mặc áo phông trắng, quần ngố màu đen, đi giày thể thao màu trắng, tất cao cổ màu trắng']","['Men with glasses, T-shirts, black slacks, white sneakers...', 'The man was wearing glasses, a white T-shirt, black slacks, white sneakers, white stockings.']"
611,"['Nam đeo kính gọng đen, chân đi giày thể thao trắng, mặc áo phông trắng không cổ, quần đen', 'Người đàn ông mặc áo phông trắng, quần ngố màu đen, đi giày màu trắng, tất cao cổ màu trắng']","['Men wearing black framed glasses, white sneakers, white T-shirt without collar, black pants', 'The man wore a white T-shirt, black moccasins, white shoes, white high socks']"
612,"['Nam mặc quần bò xanh đen, áo đen, tay trái đeo máy ảnh', 'Nam thanh niên mặc áo phông cộc tay có cổ màu đen, quần bò dài màu tối, tay đeo vòng hạt màu đen, vai khoác máy ảnh đen, cổ đeo dây thẻ đỏ']","['Men wearing black and blue jeans, black shirt, left hand camera', 'Young men wear black collared short-sleeved T-shirts, dark colored long jeans, black bead bracelet sleeves, black camera jacket shoulders, red card strap collar']"
613,"['Nam thanh niên đeo ba lô, mặc áo đen ngắn tay, quần bò màu xanh đậm', 'Người đàn ông mặc áo phông có cổ cộc tay màu đen, quần bò dài màu đen, tay đeo vòng hạt màu đen, vai đeo máy ảnh đen']","[""Men's backpacks, black short-sleeved shirt, dark blue jeans"", 'Men wearing black short-sleeved T-shirt, black long jeans, black bead bracelet sleeves, black camera shoulder straps']"
614,"['Nam đéo kính, đi dép tông, mặc áo vàng quần đen', 'Nam thanh niên đeo kính cận, mặc áo phông cộc tay màu vàng, đeo túi chéo dây đen, quần dài đen, đi dép tông quai đỏ']","['Men without glasses, sandals, yellow shirt, black pants...', 'A young man wearing glasses, a short - sleeved yellow T - shirt, a black belt bag, black pants, and red sandals.']"
615,"['Nam thanh niên đeo kính, đeo túi chéo màu nâu, đi dép tông đỏ, mặc áo vàng quần bò đen', 'Nam thanh niên mặc áo phông vàng có họa tiết trước ngực, đeo túi chéo màu đen, mặc quần bò dài tối màu, đi dép tông quai đỏ']","['Young men wearing glasses, brown crossbody bags, red sandals, yellow shirt and black jeans', 'The young man wore a yellow T - shirt with a striped front, a black crossbody bag, dark jeans, and red sandals.']"
616,"['Nam mặc áo phông đen, quần đen, đi giày thể thao đen đế trắng', 'Nam thanh niên mặc áo phông cộc tay màu đen, quần dài màu đen, chân đi giày thể thao màu đen']","['Men wearing black T-shirts, black pants, black sneakers with white soles', 'Young men wear black short-sleeved T-shirts, black long pants, black sneakers']"
617,"['Thanh niên mặc áo phông đen, đeo túi màu đen, mặc quần đen đi giày thể thao', 'nam thanh niên mặc áo phông đen, quần kaki đen, đi giày thể thao màu đen']","['Young men wearing black t-shirts, black bags, black pants wearing sneakers', 'young men wearing black t-shirts, black khaki pants, black sneakers']"
618,"['Nam đeo kính gọng đen, mặc áo sơ mi tím, quần đen, đi giày thể thao', 'Nam thanh niên đeo kính cận gọng đen, áo sơ mi màu tím xắn ống áo qua khuỷu tay, quần dài, giày thể thao màu đen']","['Men wearing black framed glasses, purple shirts, black pants, sneakers', 'Young men wearing black - framed goggles, a purple shirt with an elbow loop, long pants, and black sneakers']"
619,"['Nam thanh niên mặc áo tím, đeo túi da màu đen, mặc quần đen, đi giày thể thao đen đế trắng', 'Nam thanh niên mặc áo sơ mi tím tay áo xắn ngang khuỷu tay, quần kaki màu đen, đi giày màu đen']","['Young men wearing purple shirts, black leather bags, black pants, black sneakers with white soles', 'Young men wear purple shirts with elbow-down sleeves, black khaki pants, black shoes']"
620,"['Nữ mặc áo bò hở vai, quần đùi bò, đeo ba lô màu đen', 'Cô gái tóc màu vàng nâu, mặc áo màu xanh dương nhạt, quần đùi bò màu xanh sẫm, đi giày thể thao màu ghi, đeo ba lô màu đen']","['Women wearing open-shoulder coats, jeans, black backpack', 'The blonde - brown girl wore a light blue blouse, dark blue jeans, gray sneakers, and a black backpack.']"
621,"['Nữ thanh niên tóc màu vàng cột túm, đi giày thể thao, mặc áo bò quần bò, đeo ba lô đen', 'Cô gái mặc áo màu xanh nhạt, quần đùi xanh sẫm, đeo ba lô màu đen, đi giày thể thao màu hồng đất nhạt']","['Young women with blond hair, wearing sneakers, wearing jeans and a black backpack', 'The girl wears a light blue blouse, dark blue shorts, a black backpack, pale earthy pink sneakers']"
622,"['Nữ đeo kính mặc váy đen, áo trắng, tóc buộc đuôi ngựa', 'Cô gái mặc áo sơ mi màu trắng, váy ren màu đen dài đến bắp chân, đi giày đen']","['Women with glasses wearing black dresses, white tops, ponytails', 'The girl wears a white shirt, a black lace skirt that is calf-length, wearing black shoes']"
623,"['Nữ đi giày búp bê màu đen, váy đen rộng, áo trắng ngắn tay', 'Cô gái mặc áo trắng, váy ren đen dài, đi giày đen']","['Women wearing black doll shoes, wide black dress, white short-sleeved blouse', 'Girls in white tops, long black lace dresses, black shoes']"
624,"['Nữ mặc áo đỏ, quần đùi trắng đeo ba lô phía trước', 'Cô gái mặc áo voan cộc tay màu đỏ, quần đùi trắng, dép tông trắng, túi xách trắng']","['Women in red shirts, white shorts with a front backpack', 'The girl wore a red blazer, white shorts, white sandals, white handbags.']"
625,"['Nữ tóc buộc đuôi ngựa, đi giày bệt mặc áo đỏ không tay áo, quần đùi trắng, đeo túi màu sáng', 'Cô gái mặc áo voan đỏ, quần đùi trắng, đeo túi trắng,']","['Women with ponytails, flats wearing red sleeveless tops, white shorts, light colored pockets', 'The girl in the red chiffon, the white shorts, the white bag,']"
